Q9UI95	Mitotic arrest deficient 2-like protein 2|Mitotic spindle assembly checkpoint protein MAD2B|REV7 homolog
Q9ULK4	Cofactor required for Sp1 transcriptional activation subunit 3|Protein sur-2 homolog|Mediator complex subunit 23|Transcriptional coactivator CRSP130|Vitamin D3 receptor-interacting protein complex 130 kDa component|Activator-recruited cofactor 130 kDa component|Mediator of RNA polymerase II transcription subunit 23
Q5TIA1	Meiosis defective protein 1|Meiosis inhibitor protein 1
Q8N4P3	Guanosine-3' 5'-bis diphosphate 3'-pyrophosphohydrolase MESH1|Metazoan SpoT homolog 1|HD domain-containing protein 3|Penta-phosphate guanosine-3'-pyrophosphohydrolase
Q9HCE5	Methyltransferase-like protein 14
O95568	Methyltransferase-like protein 18|Arsenic-transactivated protein 2|Histidine protein methyltransferase 1 homolog
Q9NRN9	Methyltransferase-like protein 5
A6NFX1	Major facilitator superfamily domain-containing protein 2B
Q7RTP6	Protein-methionine sulfoxide oxidase MICAL3|Molecule interacting with CasL protein 3
Q7Z6M3	Allergin-1|Allergy inhibitory receptor 1|Mast cell antigen 32|Mast cell immunoglobulin-like receptor 1
P39900	MME|Matrix metalloproteinase-12|Macrophage elastase|Macrophage metalloelastase
Q9H239	MMP-28|Matrix metalloproteinase-28|Epilysin
Q8TF71	Solute carrier family 16 member 10|Aromatic amino acid transporter 1|Monocarboxylate transporter 10|MCT 10|T-type amino acid transporter 1
Q2QL34	M-LP homolog|Mpv17-like protein
Q8N3R9	MAGUK p55 subfamily member 5
O60487	Myelin protein zero-like protein 2|Epithelial V-like antigen 1
P47224	Guanine nucleotide exchange factor MSS4|Rab-interacting factor
P56278	Protein p13 MTCP-1|p13MTCP1|Mature T-cell proliferation-1 type B1
O75648	Mitochondrial tRNA-specific 2-thiouridylase 1|MTO2 homolog
Q8N9H8	Exonuclease 3'-5' domain-containing protein 3|Probable exonuclease mut-7 homolog
Q8IUG5	Unconventional myosin-XVIIIb
P35579	Cellular myosin heavy chain type A|Myosin heavy chain 9|Non-muscle myosin heavy chain IIa|Non-muscle myosin heavy chain A|Myosin-9|Myosin heavy chain non-muscle IIa
Q96BF6	Nucleus accumbens-associated protein 2|BTB POZ domain-containing protein 14A|NAC-2
Q9C000	Caspase recruitment domain-containing protein 7|NACHT LRR and PYD domains-containing protein 1|Death effector filament-forming ced-4-like apoptosis protein|Nucleotide-binding domain and caspase recruitment domain
Q8WUY8	N-acetyltransferase 14|K562 cell-derived leucine-zipper-like protein 1
A2RRP1	Neuroblastoma-amplified gene protein|Neuroblastoma-amplified sequence
Q86XG9	Putative neuroblastoma breakpoint family member 5
Q01658	TATA-binding protein-associated phosphoprotein|Protein Dr1|Down-regulator of transcription 1|Negative cofactor 2-beta
O95299	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10 mitochondrial|NADH-ubiquinone oxidoreductase 42 kDa subunit|Complex I-42kD
Q330K2	Putative phytoene synthase|NADH dehydrogenase ubiquinone complex I assembly factor 6
O76041	Actin-binding Z-disk protein|Nebulette
Q99608	Necdin
Q9BR09	Neuralized-like protein 2
Q99519	Lysosomal sialidase|Sialidase-1|G9 sialidase|Acetylneuraminyl hydrolase|N-acetyl-alpha-neuraminidase 1
Q16649	Nuclear factor interleukin-3-regulated protein|Interleukin-3-binding protein 1|Interleukin-3 promoter transcriptional activator|Transcriptional activator NF-IL3A|E4 promoter-binding protein 4
Q9UJF2	Ras GTPase-activating protein nGAP|RAS protein activator-like 2
Q9BSH3	Nicolin-1|NPCEDRG|Tubulin polyglutamylase complex subunit 5
Q92982	Nerve injury-induced protein 1|Ninjurin-1
Q12879	GluN2A|Glutamate [NMDA] receptor subunit epsilon-1|Glutamate receptor ionotropic NMDA 2A|N-methyl D-aspartate receptor subtype 2A
Q9BZQ4	Nicotinate-nucleotide adenylyltransferase 2|Nicotinamide mononucleotide adenylyltransferase 2|NMN adenylyltransferase 2
Q76FK4	Nucleolar protein Nop132|Nucleolar protein 8
Q9Y3C1	HBV pre-S2 trans-regulated protein 3|Nucleolar protein 16
Q14207	p220|Nuclear protein of the ataxia telangiectasia mutated locus|Protein NPAT
O15130	FMRFamide-related peptides
Q15818	Neuronal pentraxin-1|NP1|Neuronal pentraxin I
P49146	NPY2-R|NPY-Y2 receptor|Neuropeptide Y receptor type 2
P43354	Immediate-early response protein NOT|Nuclear receptor subfamily 4 group A member 2|Transcriptionally-inducible nuclear receptor|Orphan nuclear receptor NURR1
Q9ULB1	Neurexin-1-alpha|Neurexin-1|Neurexin I-alpha
Q96P11	NOL1-related protein|NOL1 NOP2 Sun domain family member 5|Williams-Beuren syndrome chromosomal region 20A protein|Putative methyltransferase NSUN5
P34130	Neutrophic factor 4|NT-4|Neurotrophin-4|Neurotrophin-5
Q12769	Nuclear pore complex protein Nup160|Nucleoporin Nup160|160 kDa nucleoporin
Q8TB37	IND1 homolog|Iron-sulfur protein NUBPL|Nucleotide-binding protein-like|huInd1
Q9H1E3	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1
Q8NHC4	Olfactory receptor 10J5|Olfactory receptor OR1-28
Q8NGS5	Olfactory receptor 13C4|Olfactory receptor OR9-7
Q8NGF3	Olfactory receptor OR11-14|Olfactory receptor 51D1
Q6IFG1	Olfactory receptor 52E8|Olfactory receptor OR11-54
Q8NGI8	Olfactory receptor OR11-244|Olfactory receptor 5AN1
P04181	Ornithine--oxo-acid aminotransferase|Ornithine delta-aminotransferase|Ornithine aminotransferase mitochondrial
Q8IZS5	Orofacial cleft 1 candidate gene 1 protein|Orofacial clefting chromosomal breakpoint region candidate 1 protein
Q6N063	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
P08100	Rhodopsin|Opsin-2
Q8NGR8	Olfactory receptor OR9-24|Olfactory receptor 1L8
O95006	Olfactory receptor 7-1|Olfactory receptor OR7-6|Olfactory receptor 2F2
Q8NHB1	Olfactory receptor 2V1
Q32VQ0	Putative olfactory receptor GPCRLTM7
Q96R08	Olfactory receptor 5B12|Olfactory receptor 5B16|Olfactory receptor OR11-241
Q8NG75	Olfactory receptor 5T1|Olfactory receptor OR11-179
Q8NGY5	Olfactory receptor 6N1
P0C7N5	Olfactory receptor 8U9
Q9H1P3	Oxysterol-binding protein-related protein 2|ORP-2|OSBP-related protein 2
Q9NPF4	hOSGEP|Probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP|t 6 A37 threonylcarbamoyladenosine biosynthesis protein OSGEP
Q15070	Mitochondrial inner membrane protein OXA1L|Hsa|Oxidase assembly 1-like protein|OXA1Hs
Q99571	P2X purinoceptor 4|P2X4|ATP receptor|Purinergic receptor
Q53H96	Pyrroline-5-carboxylate reductase-like protein|P5CR 3|P5C reductase 3|Pyrroline-5-carboxylate reductase 3
O15496	Group X secretory phospholipase A2|Group 10 secretory phospholipase A2|Phosphatidylcholine 2-acylhydrolase 10
Q13093	Group-VIIA phospholipase A2|2-acetyl-1-alkylglycerophosphocholine esterase|LDL-associated phospholipase A2|PAF 2-acylhydrolase|PAF acetylhydrolase|Platelet-activating factor acetylhydrolase|1-alkyl-2-acetylglycerophosphocholine esterase
O96013	p21-activated kinase 4|Serine threonine-protein kinase PAK 4
O75781	Paralemmin-1|Paralemmin
Q9NVE7	Pantothenic acid kinase 4|Pantothenate kinase 4|hPanK4
Q8N5Y8	Poly [ADP-ribose] polymerase 16|ADP-ribosyltransferase diphtheria toxin-like 15|Mono [ADP-ribose] polymerase PARP16
Q9NPB6	Tax interaction protein 40|Partitioning defective 6 homolog alpha|PAR-6 alpha|PAR-6A|PAR-6|PAR6C
O95453	Deadenylating nuclease|Deadenylation nuclease|Polyadenylate-specific ribonuclease|Poly A -specific ribonuclease PARN
Q8IXQ6	B aggressive lymphoma protein|PARP-9|ADP-ribosyltransferase diphtheria toxin-like 9|Poly [ADP-ribose] polymerase 9
Q96IZ0	PRKC apoptosis WT1 regulator protein|Prostate apoptosis response 4 protein
Q8N6Y1	Protocadherin-20|Protocadherin-13
Q9Y5E8	PCDH-beta-15|Protocadherin beta-15
Q9Y5H2	Protocadherin gamma-A11|PCDH-gamma-A11
Q15645	Thyroid hormone receptor interactor 13|Pachytene checkpoint protein 2 homolog|Thyroid receptor-interacting protein 13|Human papillomavirus type 16 E1 protein-binding protein
P12004	PCNA|Proliferating cell nuclear antigen|Cyclin
O00408	cGMP-dependent 3' 5'-cyclic phosphodiesterase|Cyclic GMP-stimulated phosphodiesterase
P13667	Endoplasmic reticulum resident protein 70|Endoplasmic reticulum resident protein 72|Protein disulfide-isomerase A4
Q96FX8	p53 apoptosis effector related to PMP-22|P53-induced protein PIGPC1|Keratinocyte-associated protein 1|Transmembrane protein THW
Q9H7Z7	Microsomal prostaglandin E synthase 2|Prostaglandin E synthase 2
Q86UU1	Protein LL5-alpha|Pleckstrin homology-like domain family B member 1
Q8WXW3	Progesterone-induced-blocking factor 1
Q96S52	Phosphatidylinositol-glycan biosynthesis class S protein|GPI transamidase component PIG-S
Q86VD9	GPI mannosyltransferase 4|GPI mannosyltransferase IV|SMP3 homolog|Phosphatidylinositol-glycan biosynthesis class Z protein
Q96BK5	TRF1-interacting protein 1|Liver-related putative tumor suppressor|Pin2-interacting protein X1|Protein 67-11-3|PIN2 TERF1-interacting telomerase inhibitor 1
Q3KR16	Myosin-interacting guanine nucleotide exchange factor|Pleckstrin homology domain-containing family G member 6|PH domain-containing family G member 6
Q9H875	PRKR-interacting protein 1
Q9NRQ2	Cell growth-inhibiting gene 43 protein|PL scramblase 4|TRA1|Phospholipid scramblase 4|Ca 2+ -dependent phospholipid scramblase 4
O15305	Phosphomannomutase 2|PMM 2
P0CZ20	Paraneoplastic antigen-like protein 6D
Q01860	Octamer-binding protein 3|Octamer-binding protein 4|POU domain class 5 transcription factor 1|Octamer-binding transcription factor 3
Q8TC44	Pix1|POC1 centriolar protein homolog B|WD repeat-containing protein 51B
P0CG39	POTE ankyrin domain family member J
Q9BZL4	Protein phosphatase 1 regulatory subunit 12C|Protein phosphatase 1 myosin-binding subunit of 85 kDa
Q96QC0	p99|Protein FB19|MHC class I region proline-rich protein CAT53|Serine threonine-protein phosphatase 1 regulatory subunit 10|Phosphatase 1 nuclear targeting subunit|PP1-binding protein of 114 kDa
Q8NBV4	Probable lipid phosphate phosphatase PPAPDC3|Phosphatidic acid phosphatase type 2 domain-containing protein 3
P48147	Post-proline cleaving enzyme|Prolyl endopeptidase
Q6NYC8	Phostensin|Protein phosphatase 1 regulatory subunit 18|Protein phosphatase 1 F-actin cytoskeleton-targeting subunit
Q9H7J1	Protein phosphatase 1 regulatory subunit 3E
Q9NRI7	Putative pancreatic polypeptide 2
Q5SWL7	PRAME family member 14
O60831	PRA1 family protein 2
P30041	Antioxidant protein 2|Non-selenium glutathione peroxidase|24 kDa protein|Acidic calcium-independent phospholipase A2|1-Cys peroxiredoxin|Peroxiredoxin-6|Liver 2D page spot 40|Red blood cells page spot 12
Q9NNZ6	Sperm protamine P3|Protamine-3
O94903	Proline synthase co-transcribed bacterial homolog protein
Q6UWB4	Serine protease 55
P28072	Proteasome subunit beta type-6|Multicatalytic endopeptidase complex delta chain|Proteasome subunit Y|Macropain delta chain|Proteasome delta chain
P06454	Prothymosin alpha
Q16827	Protein tyrosine phosphatase U2|Receptor-type tyrosine-protein phosphatase O|R-PTP-O|Glomerular epithelial protein 1
Q9H0K6	Pseudouridylate synthase 7 homolog-like protein
Q96HA9	Peroxisomal biogenesis factor 11C|Protein PEX11 homolog gamma|Peroxin-11C|Peroxisomal membrane protein 11C
Q9NP72	Ras-related protein Rab-18
Q9BZG1	Ras-related protein Rab-39|Ras-related protein Rah|Ras-related protein Rab-34
Q9UL26	Rab-22|Ras-related protein Rab-22A
Q9NYW8	RB-associated KRAB repressor|Zinc finger protein 769|RB-associated KRAB zinc finger protein
Q96T37	Putative RNA-binding protein 15|One-twenty two protein 1|RNA-binding motif protein 15
Q96IZ5	RNA-binding protein 41|RNA-binding motif protein 41
P0C7P1	RNA-binding motif protein Y chromosome family 1 member D
P54727	UV excision repair protein RAD23 homolog B|hHR23B|HR23B|XP-C repair-complementing complex 58 kDa protein
Q96A58	Ras-related and estrogen-regulated growth inhibitor
P35244	Replication factor A protein 3|Replication protein A 14 kDa subunit|RP-A p14
Q02161	Blood group Rh D polypeptide|Rh polypeptide 2|RHXIII|Rhesus D antigen
Q7Z5H3	Rho GTPase-activating protein 22|Rho-type GTPase-activating protein 22
Q3KRB8	Rho-type GTPase-activating protein 11B|Rho GTPase-activating protein 11B
P84095	Rho-related GTP-binding protein RhoG
Q8N443	RIB43A-like with coiled-coils protein 1
Q8IXN7	Ribosomal protein S6 modification-like protein A|NAAGS|N-acetylaspartyl-glutamate synthetase A|NAAG synthetase A
Q969X0	RILP-like protein 2|Rab-interacting lysosomal protein-like 2|p40phox-binding protein
P05388	60S acidic ribosomal protein P0|60S ribosomal protein L10E
Q9BQ48	L34mt|MRP-L34|39S ribosomal protein L34 mitochondrial
Q9HC36	RNA methyltransferase-like protein 1
Q8NC42	DNA polymerase-transactivated protein 2|RING finger protein 149|E3 ubiquitin-protein ligase RNF149
Q8IYW5	E3 ubiquitin-protein ligase RNF168|RING finger protein 168|hRNF168
Q13151	hnRNP A0|Heterogeneous nuclear ribonucleoprotein A0
Q9Y6N7	Deleted in U twenty twenty|H-Robo-1|Roundabout homolog 1
Q03395	Rod outer segment membrane protein 1|ROSP1|Tetraspanin-23
P56715	Oxygen-regulated protein 1|Retinitis pigmentosa 1 protein|Retinitis pigmentosa RP1 protein
Q9BT43	DNA-directed RNA polymerase III subunit RPC7-like|RNA polymerase III subunit C7-like|DNA-directed RNA polymerase III subunit G-like
O95398	cAMP-regulated guanine nucleotide exchange factor I|Rap guanine nucleotide exchange factor 3|Rap1 guanine-nucleotide-exchange factor directly activated by cAMP|Exchange factor directly activated by cAMP 1|Exchange protein directly activated by cAMP 1
Q5VZM2	RagB|Ras-related GTP-binding protein B|Rag B
Q8WXG1	Radical S-adenosyl methionine domain-containing protein 2|Cytomegalovirus-induced gene 5 protein|Viperin|Virus inhibitory protein endoplasmic reticulum-associated interferon-inducible
Q9BQC6	Ribosomal protein 63 mitochondrial|hMRP63
Q15413	Ryanodine receptor 3|RYR-3|RyR3|Type 3 ryanodine receptor|Brain-type ryanodine receptor|Brain ryanodine receptor-calcium release channel
P05109	Calgranulin-A|Calprotectin L1L subunit|Cystic fibrosis antigen|Urinary stone protein band A|S100 calcium-binding protein A8|Migration inhibitory factor-related protein 8|Protein S100-A8|Leukocyte L1 complex light chain
Q9H2X9	Electroneutral potassium-chloride cotransporter 2|K-Cl cotransporter 2|Neuronal K-Cl cotransporter|Solute carrier family 12 member 5
O15245	Solute carrier family 22 member 1|Organic cation transporter 1
Q86VW1	Carnitine transporter 2|Fly-like putative transporter 2|Solute carrier family 22 member 16|Organic cation transporter OKB1|Organic cation carnitine transporter 6
Q9H2B4	Solute carrier family 26 member 1|Sulfate anion transporter 1|SAT-1
Q99808	Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter|Equilibrative nucleoside transporter 1|Solute carrier family 29 member 1|Nucleoside transporter es-type
P0DKV0	Spermatogenesis-associated protein 31C1|Protein FAM75C1
Q8IXU6	Solute carrier family 35 member F2
Q5BKX6	Solute carrier family 45 member 4
Q9NP91	Transporter rB21A homolog|Solute carrier family 6 member 20|Sodium- and chloride-dependent transporter XTRP3|Sodium imino-acid transporter 1
Q9P1V8	Sterile alpha motif domain-containing protein 15|SAM domain-containing protein 15
Q9BW04	Specifically androgen-regulated gene protein
Q15020	SART-3|Tat-interacting protein of 110 kDa|hSART-3|Squamous cell carcinoma antigen recognized by T-cells 3
O94885	Proline-glutamate repeat-containing protein|SAM and SH3 domain-containing protein 1
O14828	Secretory carrier-associated membrane protein 3|Secretory carrier membrane protein 3
P21583	Stem cell factor|Mast cell growth factor|Kit ligand|c-Kit ligand
Q96NL6	Sodium channel and clathrin linker 1|Sodium channel-associated protein 1
Q9BV35	Solute carrier family 25 member 23|Small calcium-binding mitochondrial carrier protein 3|Mitochondrial Ca 2+ -dependent solute carrier protein 2|Calcium-binding mitochondrial carrier protein SCaMC-3|Mitochondrial ATP-Mg Pi carrier protein 2
Q99250	Sodium channel protein brain II subunit alpha|HBSC II|Sodium channel protein type 2 subunit alpha|Voltage-gated sodium channel subunit alpha Nav1 2|Sodium channel protein type II subunit alpha
P20132	L-serine deaminase|L-threonine dehydratase|SDH|L-serine dehydratase L-threonine deaminase
Q9BVL4	Selenoprotein O|SelO
Q9NRX5	Tumor differentially expressed protein 2|Serine incorporator 1|Tumor differentially expressed protein 1-like
O15047	Histone-lysine N-methyltransferase SETD1A|Lysine N-methyltransferase 2F|Set1 Ash2 histone methyltransferase complex subunit SET1|SET domain-containing protein 1A
Q01105	Phosphatase 2A inhibitor I2PP2A|Inhibitor of granzyme A-activated DNase|Protein SET|PHAPII|Template-activating factor I|HLA-DR-associated protein II
Q8TD22	Sideroflexin-5
O75556	Lipophilin-C|Secretoglobin family 2A member 1|Mammaglobin-B|Mammaglobin-2|Lacryglobin
Q16585	A3b|Beta-SG|Beta-sarcoglycan|43 kDa dystrophin-associated glycoprotein
Q9HBY8	Serine threonine-protein kinase Sgk2|Serum glucocorticoid-regulated kinase 2
Q96HU1	RUN and TBC1 domain-containing protein 3|Merlin-associated protein|Rab-GTPase-activating protein-like protein|Small G protein signaling modulator 3
Q8NEM2	SHC SH2 domain-binding protein 1
Q9NYZ4	Siglec-8|Sialic acid-binding Ig-like lectin 8|Sialoadhesin family member 2
Q96EB6	hSIRT1|Regulatory protein SIR2 homolog 1|NAD-dependent protein deacetylase sirtuin-1|SIR2-like protein 1
O15304	CD27-binding protein|Apoptosis regulatory protein Siva
Q9H2G2	STE20-like kinase|STE20-related serine threonine-protein kinase|CTCL tumor antigen se20-9|hSLK|STE20-like serine threonine-protein kinase|Serine threonine-protein kinase 2
Q5VYV7	SLX4-interacting protein|Protein SLX4IP
Q9H4F8	SPARC-related modular calcium-binding protein 1|Secreted modular calcium-binding protein 1
Q13884	BSYN2|59 kDa dystrophin-associated protein A1 basic component 1|Syntrophin-2|Beta-1-syntrophin|Tax interaction protein 43
P01242	Growth hormone variant|Placenta-specific growth hormone|Growth hormone 2|GH-V
Q9Y5B9	Facilitates chromatin transcription complex subunit SPT16|FACT complex subunit SPT16|FACT 140 kDa subunit|Chromatin-specific transcription elongation factor 140 kDa subunit|FACTp140
Q02446	Transcription factor Sp4|SPR-1
P29508	Serpin B3|Protein T4-A|Squamous cell carcinoma antigen 1
Q5MJ70	Speedy-1|Rapid inducer of G2 M progression in oocytes A|Speedy protein A
P09486	SPARC|Basement-membrane protein 40|Osteonectin|Secreted protein acidic and rich in cysteine
P52788	Spermine synthase|Spermidine aminopropyltransferase|SPMSY
Q68D10	Protein SPT2 homolog|Protein KU002155|SPT2 domain-containing protein 1
Q9NUV7	Long chain base biosynthesis protein 2b|Serine palmitoyltransferase 3|Long chain base biosynthesis protein 3|Serine-palmitoyl-CoA transferase 3
P37108	Signal recognition particle 14 kDa protein|18 kDa Alu RNA-binding protein|SRP14
P61011	SRP54|Signal recognition particle 54 kDa protein
Q9UJW9	Replication protein-binding trans-activator|SERTA domain-containing protein 3
Q15532	Protein SSXT|Synovial sarcoma translocated to X chromosome protein|Protein SYT
Q6IMI6	ST1C3|Sulfotransferase 1C3
Q15831	Renal carcinoma antigen NY-REN-19|Serine threonine-protein kinase STK11|Liver kinase B1
Q9UEW8	Serine threonine-protein kinase 39|Ste-20-related kinase|STE20 SPS1-related proline-alanine-rich protein kinase|DCHT
Q9UH65	SWAP-70|Switch-associated protein 70
Q9H7C4	Syncoilin|Syncoilin intermediate filament 1|Syncoilin-1
Q9BT88	Synaptotagmin XI|Synaptotagmin-11
A6NGB0	Transmembrane protein 191C
Q8WV15	Transmembrane protein 255B|Protein FAM70B
Q9NYV9	Taste receptor family B member 3|T2R13|Taste receptor type 2 member 13
P59535	T2R40|G-protein coupled receptor 60|Taste receptor type 2 member 40|Taste receptor type 2 member 58
P59540	Taste receptor type 2 member 46|Taste receptor type 2 member 54|T2R46
Q96RI9	Trace amine receptor 3|TaR-9|Trace amine receptor 9|Trace amine-associated receptor 9
O95359	Transforming acidic coiled-coil-containing protein 2|Anti-Zuai-1
Q5VWG9	Transcription initiation factor TFIID 140 kDa subunit|Transcription initiation factor TFIID subunit 3|140 kDa TATA box-binding protein-associated factor|TBP-associated factor 3
P49848	RNA polymerase II TBP-associated factor subunit E|Transcription initiation factor TFIID subunit 6|Transcription initiation factor TFIID 70 kDa subunit|Transcription initiation factor TFIID 80 kDa subunit
Q13748	Alpha-tubulin 3C D|Alpha-tubulin 2|Tubulin alpha-2 chain|Tubulin alpha-3C D chain
Q3ZCM7	Tubulin beta-8 chain
Q6IPX3	Transcription elongation factor A protein-like 6|TCEA-like protein 6|Transcription elongation factor S-II protein-like 6
Q5JU00	T-complex-associated testis-expressed protein 1|Tcte-1
Q5QJE6	Terminal deoxynucleotidyltransferase-interacting factor 2|Deoxynucleotidyltransferase terminal-interacting protein 2|Estrogen receptor-binding protein|LPTS-interacting protein 2
Q9Y4R8	Telomere length regulation protein TEL2 homolog|Protein clk-2 homolog
Q8N6K0	Testis-expressed sequence 29 protein
Q92759	General transcription factor IIH polypeptide 4|Basic transcription factor 2 52 kDa subunit|General transcription factor IIH subunit 4|TFIIH basal transcription factor complex p52 subunit
H3BV60	TGF-beta receptor type-3-like protein|Transforming growth factor-beta receptor type III-like protein|Transforming growth factor-beta receptor type 3-like protein
Q8WY91	THAP domain-containing protein 4
Q92748	Spot 14 protein|Thyroid hormone-inducible hepatic protein
Q9BXR5	Toll-like receptor 10
Q8NE00	Transmembrane protein 104
Q8IY95	Transmembrane protein 192
Q969S6	Transmembrane protein 203
Q8N7C4	Transmembrane protein 217
Q8N2U0	Transmembrane protein 256
Q9NV64	Transmembrane protein 39A
Q8IU68	Epidermodysplasia verruciformis protein 2|Transmembrane channel-like protein 8
Q6ZNR0	Dispanin subfamily C member 3|Transmembrane protein 91
Q6ZXV5	Protein SMILE|Transmembrane and TPR repeat-containing protein 3
O43557	Herpes virus entry mediator ligand|Tumor necrosis factor ligand superfamily member 14
P45379	TnTc|Cardiac muscle troponin T|Troponin T cardiac muscle
P43489	TAX transcriptionally-activated glycoprotein 1 receptor|OX40L receptor|Tumor necrosis factor receptor superfamily member 4|ACT35 antigen
O94826	Mitochondrial precursor proteins import receptor|Mitochondrial import receptor subunit TOM70|Translocase of outer membrane 70 kDa subunit
Q9NXH8	Torsin-4A|Torsin family 4 member A
P48553	Transport protein particle subunit TMEM1|Trafficking protein particle complex subunit TMEM1|Trafficking protein particle complex subunit 10|Protein GT334|Epilepsy holoprosencephaly candidate 1 protein
Q16890	Tumor protein D53|Tumor protein D52-like 1|hD53
O60704	Tyrosylprotein sulfotransferase 2|Protein-tyrosine sulfotransferase 2
Q9UKU6	Pyroglutamyl-peptidase II|TRH-specific aminopeptidase|Thyroliberinase|TRH-DE|Thyrotropin-releasing hormone-degrading ectoenzyme|TRH-degrading ectoenzyme
Q8N7C3	Tripartite motif family-like protein 2|SPRY domain-containing protein 6|Probable E3 ubiquitin-protein ligase TRIML2
Q9NXH9	tRNA 2 2-dimethylguanosine-26 methyltransferase|tRNA guanine 26 -N 2 -dimethyltransferase|tRNA guanine-26 N 2 -N 2  methyltransferase|tRNA m 2 2 G26 dimethyltransferase
Q7RTX1	G-protein coupled receptor 70|Taste receptor type 1 member 1
O60636	Tetraspan NET-3|Tetraspanin-2|Tspan-2
Q15631	Component 3 of promoter of RISC|Translin
Q14166	Tubulin--tyrosine ligase-like protein 12
Q9UPX0	Protein turtle homolog B|Immunoglobulin superfamily member 9B
Q9BXU2	Testis-expressed sequence 13B protein
P0C7H9	Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 7
Q9BSL1	UBA domain-containing protein 1|E3 ubiquitin-protein ligase subunit KPC2|Ubiquitin-associated domain-containing protein 1|Kip1 ubiquitination-promoting complex protein 2|Glialblastoma cell differentiation-related protein 1
A6NDN8	Putative ubiquitin-like protein FUBI-like protein ENSP00000310146
Q6ZU65	Ubinuclein-2
Q92995	Ubiquitin thioesterase 13|Ubiquitin carboxyl-terminal hydrolase 13|Ubiquitin-specific-processing protease 13|Deubiquitinating enzyme 13|Isopeptidase T-3
Q93009	Deubiquitinating enzyme 7|Ubiquitin carboxyl-terminal hydrolase 7|Herpesvirus-associated ubiquitin-specific protease|Ubiquitin-specific-processing protease 7|Ubiquitin thioesterase 7
Q9UMX0	Protein linking IAP with cytoskeleton 1|Ubiquilin-1
O95071	Hyperplastic discs protein homolog|E3 ubiquitin-protein ligase HECT domain-containing 1|E3 ubiquitin-protein ligase UBR5|Progestin-induced protein
Q9HAW7	UDP-glucuronosyltransferase 1-G|UDP-glucuronosyltransferase 1A7|UDPGT 1-7|UGT1-07|UDP-glucuronosyltransferase 1-7|UGT1 7
Q5JXB2	Epididymis tissue protein Li 174|Putative ubiquitin-conjugating enzyme E2 N-like
Q92890	Ubiquitin fusion degradation protein 1 homolog|UB fusion protein 1
Q96RL1	Receptor-associated protein 80|Retinoid X receptor-interacting protein 110|Ubiquitin interaction motif-containing protein 1|BRCA1-A complex subunit RAP80
Q6PHR2	Serine threonine-protein kinase ULK3|Unc-51-like kinase 3
Q9C0B0	Zinc finger CCCH domain-containing protein 5|RING finger protein unkempt homolog
O75631	UP3a|Uroplakin-3a|Uroplakin III
Q9Y5J1	U3 small nucleolar RNA-associated protein 18 homolog|WD repeat-containing protein 50
O95183	VAMP-5|Vesicle-associated membrane protein 5|Myobrevin
Q15904	V-ATPase S1 accessory protein|V-type proton ATPase subunit S1|V-ATPase subunit S1|Protein XAP-3|Vacuolar proton pump subunit S1|V-ATPase Ac45 subunit
O95670	V-type proton ATPase subunit G 2|Vacuolar proton pump subunit G 2|V-ATPase 13 kDa subunit 2|V-ATPase subunit G 2
O14599	Testis-specific basic protein Y 2|Variably charged protein Y 2|Basic charge Y-linked 2
Q8NEZ2	Hepatocellular carcinoma-related protein 1|hVps37A|Vacuolar protein sorting-associated protein 37A|ESCRT-I complex subunit VPS37A
P63123	HERV-K18 Pro protein|Protease|HERV-K110 Pro protein|Proteinase|HERV-K_1q23 3 provirus ancestral Pro protein|HERV-K C1a Pro protein
Q7Z5U6	WD repeat-containing protein 53
Q86VZ2	WD repeat-containing protein 5B
Q8TBY9	WD repeat-containing protein 66
Q9BTV6	WD repeat-containing protein 85
Q14508	Major epididymis-specific protein E4|Epididymal secretory protein E4|Putative protease inhibitor WAP5|WAP four-disulfide core domain protein 2
Q8TEU8	Growth and differentiation factor-associated serum protein 1|WFIKKN-related protein|WAP Kazal immunoglobulin Kunitz and NTR domain-containing protein 2|WAP follistatin immunoglobulin Kunitz and NTR domain-containing-related protein
P56703	Proto-oncogene Wnt-3|Proto-oncogene Int-4 homolog
O14904	Protein Wnt-9a|Protein Wnt-14
Q6GPH4	BIRC4-binding protein|XIAP-associated factor 1
P16989	Y-box-binding protein 3|Single-strand DNA-binding protein NF-GMB|DNA-binding protein A|Cold shock domain-containing protein A
Q8WTY6	Putative uncharacterized protein LOC554202
Q9H374	Uncharacterized protein PRO1102
Q6ZTI0	Putative uncharacterized protein FLJ44636
Q9H521	Putative uncharacterized protein LOC645739
Q6ZTK2	Putative uncharacterized protein LOC400499
P61236	Protein yippee-like 3
A6NHP6	NPIP-like protein LOC729602
Q9BYJ9	Dermatomyositis associated with cancer putative autoantigen 1|YTH domain family protein 1
Q8N9L7	Putative uncharacterized protein FLJ36925
Q9NSJ1	Putative zinc finger protein 355P|Zinc finger protein ZnFP01
O96006	dREF homolog|Zinc finger BED domain-containing protein 1|Putative Ac-like transposable element
